Compound no,nS,BCUTs-1l,NsssN,AATS2i,BCUTd-1h,MATS2i,EState_VSA5,PEOE_VSA3,ATSC2i,NddssS,VSA_EState1,SlogP_VSA2,Binary
492,0,0.298668511,0,146.4803116,4.043833522,5.79E-04,30.33183534,8.417796984,0.084848752,1,27.86960173,35.44276007,0
493,0,0.297906522,1,160.4174672,4.042927776,0.243752566,41.87829901,13.89789358,55.91105811,1,67.92971713,43.54324911,0
494,0,1.169943825,3,156.6124412,3.191242709,-0.006103934,0,5.480096598,-1.121428555,0,0,71.99715011,0
496,0,1.356834665,0,149.5957477,3.20755332,-0.002353796,5.480096598,10.27463378,-0.159463029,0,5.10894487,11.11443275,0
497,0,0.297594446,1,151.2241768,4.048531208,0.100988873,37.37950732,8.417796984,10.98523152,1,32.78388927,25.40312963,0
498,0,1.363732386,0,146.7045996,3.207173336,-0.06273123,36.41750849,9.589074368,-5.499675553,0,10.11205263,28.75854733,0
499,0,0.298936496,0,156.7350931,4.045524625,0.026640617,43.59303927,13.89789358,2.671661816,1,31.90083313,31.67803696,0
501,0,0.298931847,0,150.4119411,4.04383497,-0.068108702,54.59679997,8.417796984,-13.4751393,1,28.08306985,45.74272543,0
502,0,0.297585822,2,159.1187463,4.048538389,0.20000374,12.13273414,13.89789358,28.94639313,1,27.9309486,48.95860905,0
503,0,0.298935429,0,153.4710206,4.043828698,0.12167447,19.24253168,13.21233417,15.89467998,1,37.78296689,38.73850811,0
504,0,0.297585767,1,155.5141323,4.048537364,0.061865652,24.26546827,12.80821203,10.5227653,1,44.89757039,43.12215942,0
506,0,1.19209988,1,154.5191005,4.017081756,-0.084430269,36.27517555,0,-15.22151036,0,5.231437687,58.03001803,0
507,0,1.192100659,1,153.1270648,4.017079384,-0.135394906,17.03264387,0,-23.35584851,0,0,50.92022049,0
508,0,0.298935681,0,150.000312,4.04383085,-0.002744641,19.18040612,8.417796984,-0.638249719,1,26.93497522,44.21282751,0
509,1,1.141109587,2,157.4998033,4.020422692,0.024723277,11.25083777,5.480096598,3.777732713,0,0,60.68714507,0
511,1,0.292875676,2,155.5261493,4.128865905,0.077085431,12.13273414,13.89789358,15.8667334,1,30.78797257,81.52680319,0
512,0,0.297580274,1,156.3206991,4.048562497,0.034014551,26.16626888,8.417796984,7.06213172,1,51.51567719,91.98479746,0
513,1,1.169738987,1,154.4955525,4.029017717,0.016244002,4.899909731,5.480096598,3.186973379,0,11.32071288,53.20877748,0
514,1,1.172801233,2,155.349158,4.039452891,0.027718792,0,4.794537184,5.740071158,0,17.17652186,72.94526271,0
516,0,0.296650906,2,155.6228587,4.045573518,0.05246834,15.43211897,17.7862307,8.680069648,1,32.94475781,66.99863463,0
517,0,0.297577483,1,157.031372,4.048571937,-0.033727106,19.05647134,8.417796984,-8.528628767,1,50.82028886,109.0462549,0
518,2,0.297591673,2,159.6162491,4.048540227,0.29350445,25.24677319,13.89789358,50.44488112,1,33.64169382,71.8163066,0
519,0,0.298936472,0,150.2078963,4.043818673,0.070243782,12.13273414,8.417796984,8.431024602,1,26.95487434,25.5354705,0
521,0,1.192142851,1,153.0133934,3.193014091,-0.051089123,12.13273414,0,-7.101651269,0,5.155677814,46.58391304,0
522,0,1.19209859,1,153.1731649,4.017079943,-0.140188896,17.03264387,0,-25.23974463,0,0,56.96206131,0
523,0,0.297588198,1,153.4753153,4.048669829,0.277729503,30.00651788,13.89789358,80.44288898,1,69.72047197,29.50018678,0
524,0,1.190476392,1,155.1598438,4.017076641,-0.190174163,17.03264387,0,-31.24445514,0,0,56.96206131,0
526,1,1.169739186,1,154.5168688,4.029016738,0.02693273,4.899909731,5.480096598,5.08349341,0,11.3287153,46.60189551,0
527,0,0.297581228,1,154.7006237,4.048555412,-0.019311579,12.13273414,8.417796984,-3.846056983,1,33.57510125,105.7193944,0
528,0,0.292595442,0,145.411245,4.027580999,0.081856391,11.76188495,0,9.263397552,0,16.50615649,16.89662075,0
529,0,0.298937204,0,151.1456341,4.04381566,-0.07251366,24.26546827,8.417796984,-7.908066294,1,32.41544198,25.5354705,0
531,0,0.292877013,0,155.7013308,4.128861688,0.10400134,34.54207109,13.89789358,18.48217068,1,40.85940259,71.41695056,0
532,0,0.292876938,1,154.3173219,4.128858384,0.158757033,29.74556487,13.89789358,27.90570175,1,35.63350261,63.978487,0
533,0,0.297601213,1,152.2115472,4.04848735,0.030197925,17.61283074,13.89789358,4.533408316,1,32.2230978,36.64947652,0
534,0,0.295167484,1,154.8318653,4.04570779,0.020845261,12.13273414,13.89789358,3.484684618,1,31.56991203,55.78856758,0
536,1,1.22684715,2,154.8776259,3.193885428,0.097882575,10.46336122,5.480096598,15.76905914,0,5.383607989,76.9217997,0
537,0,0.298935233,0,152.8104161,4.043825391,0.071123724,12.13273414,13.40177551,9.744800303,1,38.18272037,37.62924656,0
538,0,1.180830805,1,154.951002,4.025074324,0.194643894,12.00970727,4.794537184,24.78910069,0,5.174844289,46.92284142,0
539,0,0.298934972,0,153.8798554,4.043826386,0.092985003,17.61283074,18.8818721,13.38642553,1,38.51269033,37.66784663,0
541,0,0.298930663,0,155.824397,4.043836777,0.0148671,35.60225415,13.09959992,3.589522916,1,46.89616989,57.34457309,0
542,0,0.293588599,0,156.0471896,4.03247105,-0.18584972,6.420821623,4.565048285,-13.83170281,0,10.48634936,21.97984775,0
543,0,0.395216799,0,153.1198807,3.179443887,-0.021717109,0,5.480096598,-2.625711728,0,18.06679682,27.52400262,0
544,0,0.297906788,1,154.0294564,4.042808389,-0.029169589,17.61283074,13.89789358,-3.358595911,1,30.44843632,43.54324911,0
546,1,0.604739596,2,150.7802053,4.039796673,0.02632226,0,9.778515705,6.445658967,0,7.009299193,64.71547731,0
547,0,0.296936564,2,153.160787,4.050469686,-0.007779408,59.49112974,27.79578716,-2.44814132,2,56.7429522,97.19699415,0
548,0,0.295167656,1,155.0009807,4.045891082,0.132254424,36.0891152,13.89789358,21.18298569,1,31.56789565,79.2153863,0
549,0,1.253837558,0,155.026703,3.240539205,0.013874787,18.60378869,5.480096598,1.816916305,0,0,41.00228355,0
551,0,0.29759065,1,150.2147512,4.048545612,0.157645953,36.58355907,18.8818721,25.34804911,1,34.1541142,31.56388024,0
552,0,0.296648906,2,156.7079162,4.045599169,0.155047758,25.8954802,22.99764676,31.35280798,1,38.99432956,86.08020508,0
553,0,0.292877363,1,154.3318666,4.128856814,0.177186456,29.74556487,13.89789358,29.82140577,1,35.56603761,63.978487,0
554,0,0.296086454,0,146.7332131,4.048728878,0.147181168,41.87829901,13.89789358,16.38835713,1,30.98415115,26.64202728,0
556,0,0.297578617,1,154.7596965,4.048556331,0.022185382,12.13273414,8.417796984,5.371467031,1,34.08229131,53.07084108,0
557,1,0.295166661,1,153.9074211,4.045715418,0.105125811,24.52642128,13.89789358,16.71689987,1,31.7815615,54.86536637,0
558,0,0.298938159,0,149.6692806,4.043802436,0.059413393,17.61283074,18.61998845,7.574792779,1,32.04191844,26.07698614,0
559,1,1.141109625,1,155.5574804,4.020424606,-0.038561846,12.13273414,14.26092669,-8.467726442,0,26.90508836,47.59763226,0
561,0,0.298933731,0,152.2052575,4.043826386,0.11639466,28.94961661,18.8818721,17.633404,1,32.8257521,37.66784663,0
562,0,0.297591923,1,156.8251618,4.048547177,0.182788065,54.7816809,18.20310957,24.65147084,1,34.4484934,36.42251202,0
563,0,0.298941446,0,157.3046424,4.043789369,0.065269168,29.74556487,18.61998845,5.548075514,1,30.85502874,32.68386811,0
564,0,0.297584828,1,152.4979596,4.048539885,0.047311716,23.6791978,13.89789358,5.818978353,1,32.92197825,42.52800935,0
566,0,0.297588713,1,156.1171561,4.048528731,0.071695137,23.97691234,8.417796984,10.33673935,1,26.55646608,57.0956134,0
567,0,1.156351279,0,149.8648245,4.034726343,0.066967147,0,4.794537184,9.032049779,0,0,17.84547397,0
568,0,0.297604766,1,155.6113106,4.048472588,0.073239661,36.85536241,13.89789358,7.965516426,1,30.93411205,37.65530767,0
569,1,0.295166865,2,157.7579295,4.04571292,0.09367651,24.26546827,13.89789358,16.50545351,1,37.0186448,93.53651046,0
571,0,0.2989338,0,149.0891108,4.043826588,-0.040017299,12.13273414,8.417796984,-5.804558827,1,27.57429025,31.44265023,0
572,0,0.297592872,1,150.7490281,4.048539528,0.193573809,25.24677319,13.89789358,26.68313772,1,33.59505449,33.18678369,0
573,0,1.192122096,0,149.8632095,3.194859325,-0.047949302,17.61283074,9.870511646,-8.711403152,0,13.43787402,40.18112682,0
574,0,0.293802851,1,151.152999,4.048540569,-0.077432011,24.26546827,22.85540828,-13.77459544,1,39.12481376,46.35809894,0
576,0,0.298935388,0,147.9443816,4.04382267,-0.110126036,24.26546827,8.417796984,-14.40598897,1,27.4898808,31.44265023,0
577,0,0.298933634,0,148.7221198,4.043840127,-0.025176677,19.18040612,8.417796984,-6.509369807,1,27.19257471,44.21282751,0
578,0,1.145865073,0,151.7583097,4.022049307,0.022922032,16.69035448,5.480096598,4.888163769,0,0,28.97063304,0
579,0,0.295200062,0,150.6788557,4.043811888,-0.015115477,30.46231185,8.417796984,-1.277731506,1,25.23291194,18.09142403,0
581,0,0.298936174,0,146.2478138,4.043818968,-0.060330362,12.13273414,8.417796984,-7.139035123,1,27.51070783,25.5354705,0
582,0,0.297594044,1,154.2459298,4.048533339,0.212974142,25.24677319,13.89789358,27.20113866,1,33.24609512,33.18678369,0
583,0,0.298938685,0,156.9470464,4.04380931,0.014716471,36.66930207,13.89789358,1.363807348,1,31.39420698,32.18095253,0
584,0,0.298932626,0,150.8535515,4.043829215,0.014162278,12.13273414,13.21233417,2.285653528,1,32.84832212,38.17346697,0
586,0,0.298937826,0,156.6441583,4.043813054,-0.012155228,36.66930207,13.89789358,-1.221885159,1,31.66567817,43.39144631,0
587,0,0.298933879,0,150.7267988,4.043836149,-0.028939462,19.18040612,8.417796984,-7.629282802,1,27.08448123,44.21282751,0
588,1,1.248172096,2,154.8872304,3.193231479,0.101662196,10.46336122,5.480096598,16.33342325,0,5.389396308,65.71130592,0
589,0,0.298938011,0,150.3064359,4.043811059,-0.03087662,17.61283074,13.89789358,-3.091624877,1,26.86986269,25.57407057,0
591,0,0.296086072,0,145.7597587,4.048725492,0.079005971,24.26546827,8.417796984,8.739423752,1,31.05132026,26.60342721,0
592,1,0.292876034,3,156.5642573,4.128865327,0.053678076,0,13.89789358,10.72527639,1,31.01585416,81.59933873,0
593,0,0.29893516,0,152.5030382,4.043819758,-0.051883356,12.13273414,8.417796984,-7.404043343,1,27.3344621,37.98740663,0
594,1,1.228359839,1,154.5891054,3.249812599,0.072411802,7.047671983,0,11.08294832,0,0,59.37339165,0
596,0,0.297590495,1,147.8121595,4.048548303,-0.089031706,28.70116077,8.417796984,-12.67990026,1,34.922906,18.35545765,0
597,0,0.298933991,0,151.0806117,4.043825391,0.093035629,23.46952001,13.40177551,13.39393668,1,32.50734665,37.62924656,0
598,0,0.296086856,0,144.9074457,4.048726657,-0.039057897,54.01103315,13.89789358,-4.029529543,1,31.3234195,19.53222974,0
599,1,0.298927887,2,155.2099506,4.044545253,0.02576411,23.09901094,13.21233417,6.319671844,1,46.41609272,87.40490053,0
601,0,0.298938159,0,149.6692806,4.043802423,0.059413393,17.61283074,18.61998845,7.574792779,1,31.94691558,26.07698614,0
602,0,1.169943796,3,156.4986732,3.191250387,-0.015487383,6.420821623,5.480096598,-2.958549992,0,0,71.99715011,0
603,0,0.298934376,0,148.1296651,4.043828956,-0.095116776,24.26546827,8.417796984,-14.12556226,1,27.91859387,36.42662875,0
604,0,0.291061546,0,152.7456953,4.044183583,0.037637019,12.13273414,8.417796984,5.295101961,1,43.77550618,31.09734696,0
606,0,0.297340221,1,154.2706605,4.048478643,0.114545675,17.10991516,13.89789358,15.00631801,1,26.27849877,36.64947652,0
607,0,0.297898908,2,154.0974154,4.042992423,0.021960366,9.205125722,13.89789358,3.571532713,1,26.24152519,60.03165801,0
608,0,0.296651887,2,155.5032058,4.045567686,0.012286322,9.868667483,17.7862307,1.958094352,1,32.81797952,66.99863463,0
609,0,0.292877754,1,155.1203746,4.128848697,0.048491872,36.16638649,13.89789358,7.953980732,1,35.47800872,67.99650036,0
611,0,1.378311385,0,148.643761,3.141883026,0.015959111,0,5.480096598,1.384146934,0,5.390859115,17.72131472,0
612,0,0.297586184,2,152.5535976,4.048539668,0.085506417,12.13273414,8.417796984,11.0857358,1,27.00564563,47.39444042,0
613,1,1.296108062,0,151.7171628,3.28213532,-0.122896705,0,0,-16.6773801,0,0,22.54244205,0
614,1,0.623726411,1,151.0816368,3.215843638,0.105121633,11.3362326,4.983978521,17.56612244,0,0,43.75457641,0
616,1,1.141109589,2,157.3351493,4.020421027,-0.011622196,5.687386275,5.480096598,-1.690554201,0,0,60.68714507,0
617,1,0.297593762,1,156.8568224,4.048534351,0.292623809,37.37950732,13.89789358,39.46324124,1,33.30846688,46.77921207,0
618,1,1.174287589,1,159.0505926,3.159525936,-0.120444343,12.84164325,0,-22.8896106,0,5.348467246,79.11224696,0
619,1,0.296414614,0,148.3902561,4.043076705,0.06475763,24.26546827,13.21233417,7.934538975,1,23.04133136,49.00986329,0
621,1,1.145897867,0,152.3858482,4.022035947,0.084489687,5.480096598,5.480096598,11.72876096,0,0,40.18112682,0
622,1,0.292880097,1,156.4816049,4.128874974,0.166196411,19.24253168,13.89789358,22.34833376,1,29.83785489,54.91739753,0
623,1,0.298934066,0,151.0016018,4.043823139,-0.109992903,18.55355576,8.417796984,-17.60213308,1,27.5828029,37.48449105,0
624,1,1.257327804,0,149.5663744,3.181549097,-0.036022395,42.47422252,9.589074368,-3.476984365,0,9.714758373,45.57848408,0
626,1,1.141109564,1,154.3928127,4.020422692,0.043597217,11.12690298,5.480096598,6.725876776,0,0,47.59763226,0
627,1,0.298933426,1,155.897117,4.043827683,0.058392914,36.27517555,13.21233417,9.410455588,1,43.62230872,69.94169458,0
628,1,0.297595638,1,160.0454858,4.04853609,0.091611409,17.20957152,23.27228715,14.86786315,1,41.57508459,41.34436499,0
629,1,1.172799971,2,155.1470609,4.039449071,-0.077649288,51.36657298,4.794537184,-19.01297436,0,5.898160628,59.73149879,0
631,2,0.610260594,1,158.0386522,3.197096982,-0.040187456,11.33678588,25.15391925,-8.141918192,0,0,63.09921051,0
632,1,0.295169233,1,155.0356523,4.04570207,0.081139826,31.18920547,13.89789358,11.14649556,1,31.18604241,55.78856758,0
633,1,0.298934781,0,150.4883566,4.043826681,-0.073637709,16.92924036,8.417796984,-10.96204396,1,27.77143802,45.74272543,0
634,1,1.136954504,2,155.1507769,4.020421027,0.005905389,5.687386275,5.480096598,0.867717941,0,0,48.10054784,0
636,1,1.192089391,1,155.9054665,4.017076581,-0.137795944,17.03264387,0,-23.851816,0,0,56.96206131,0
637,1,0.297583532,1,155.9562409,4.048548403,0.128695534,50.03152702,13.89789358,18.30690692,1,37.68393729,62.59265861,0
638,1,0.297568305,1,152.4427891,4.048659075,0.021462895,29.50519219,13.89789358,2.382460299,1,26.87031463,46.49290708,0
639,1,1.145864534,0,152.8693604,4.022051059,0.061242956,11.12690298,5.480096598,13.54423708,0,5.346958346,42.68731255,0
641,1,1.173372447,0,148.7579804,4.028920649,0.102600335,12.13273414,4.794537184,11.25543953,0,0,39.44282452,0
642,1,1.145865345,0,152.8379131,4.022050199,0.082437182,12.67324903,5.480096598,17.6145536,0,5.500078044,36.08043058,0
643,1,0.298935011,0,148.2353148,4.043823856,0.034637263,12.13273414,8.417796984,4.523010478,1,32.70100739,32.64526804,0
644,1,0.271144458,2,149.8937522,4.039620532,-0.018651648,5.186725646,4.794537184,-4.241236123,0,6.867462951,56.99828163,0
646,1,0.296648509,2,156.3927026,4.045604335,0.167393376,9.205125722,22.99764676,35.17446358,1,39.04310144,86.08020508,0
647,1,0.29493774,0,148.9465844,4.043822931,0.112362625,24.39594478,8.417796984,12.3530358,1,31.35537728,25.20122157,0
648,1,0.293782852,0,149.9717115,4.048536603,0.021183963,24.26546827,18.69243077,2.918771387,1,30.89606377,30.87540784,0
649,1,0.29758079,1,155.8052754,4.048556434,0.020693126,19.24253168,8.417796984,4.27580068,1,38.73263237,107.7226646,0
651,1,1.173372706,0,147.6529815,4.028917772,0.048432024,0,4.794537184,4.899934736,0,0,34.33629712,0
652,1,0.293780234,0,146.9512375,4.04855411,-0.03112177,12.13273414,13.09959992,-5.209682516,1,28.14621832,39.73743754,0
653,1,0.297583609,1,151.3301789,4.048545989,0.045609653,12.13273414,8.417796984,7.397708813,1,28.01332459,48.83737903,0
654,1,1.18429302,2,156.7229989,3.191402799,0.05239986,5.57310453,10.27463378,8.953322269,0,5.565216235,77.78426126,0
656,1,0.293583434,1,160.1803286,4.032528756,-0.16490754,4.899909731,4.565048285,-9.833432103,0,10.53372638,33.42451388,0
657,1,0.29759427,1,154.2572301,4.048533339,0.237711269,42.85960392,13.89789358,28.67320057,1,33.03602567,44.90019305,0
658,1,0.293974206,1,150.2622871,4.049001327,0.020568204,17.61283074,22.31569057,2.545833106,2,49.83230109,49.92672554,0
659,1,0.292881217,1,157.1390775,4.128832531,0.307188769,36.85536241,13.89789358,34.49375324,1,29.3335443,56.42614426,0
661,1,0.297594575,1,153.4565289,4.048533077,0.204941957,42.85960392,13.89789358,24.57319534,1,33.15288861,32.68386811,0
662,1,0.292879923,1,156.4701153,4.128837228,0.158079227,19.24253168,13.89789358,21.2568208,1,29.7953732,55.92322868,0
663,1,0.295167691,1,151.9321796,4.045712419,0.063423268,24.26546827,13.89789358,9.989887285,1,31.66547778,55.78856758,0
664,1,0.298932399,0,150.7083275,4.043835403,-0.051583691,24.26546827,8.417796984,-9.308824684,1,33.78255425,43.03351071,0
666,1,1.140316728,2,155.0305303,4.020449876,0.069000435,10.46336122,10.27463378,12.09453824,0,5.472423485,58.65290762,0
667,1,0.292881227,0,154.351106,4.128829582,0.145061643,36.85536241,13.89789358,16.11519197,1,29.39296875,31.38904973,0
668,1,0.292877959,2,154.4727644,4.128851761,0.073605393,5.687386275,13.89789358,12.16918388,1,30.23181067,63.67204174,0
669,1,0.297591419,1,151.7148564,4.048545281,0.150869842,23.54774767,13.89789358,20.4216153,1,33.48700561,26.64202728,0
671,1,0.604964951,0,154.0740949,3.210796214,-0.066589453,29.59730896,9.967957042,-8.120797683,0,5.334600101,22.98493431,0
672,1,0.29517266,0,148.0714983,4.043814702,-0.213343983,6.9237372,8.417796984,-23.98998434,1,30.06604832,31.08062196,0
673,1,1.14031674,2,155.1986498,4.020446679,0.116146169,17.57315876,10.27463378,17.78563207,0,4.919182744,59.1558232,0
674,1,1.140316448,2,155.9118619,4.020446804,0.147350963,17.5828118,10.27463378,22.56406763,0,4.925271599,65.7005796,0
676,1,0.296085878,0,146.8780982,4.048726334,0.002946965,24.26546827,8.417796984,0.329852789,1,36.64599434,26.60342721,0
677,1,0.297586786,1,156.3200049,4.048535379,0.01099845,11.67694017,18.28830863,1.761076711,1,40.42964321,34.86326508,0
678,1,0.298933628,1,155.2025843,4.04382691,0.125378453,24.14244141,13.21233417,20.16299916,1,38.03671607,69.94169458,0
679,1,0.29608626,0,147.8833068,4.048729721,0.067637337,54.01103315,13.89789358,7.604815736,1,36.56346165,26.64202728,0
681,1,0.295174716,0,145.0526481,4.043823739,-0.114296884,24.26546827,8.417796984,-15.7601224,1,25.5661081,31.02972822,0
682,1,0.295173759,0,144.5748646,4.043809177,-0.262625206,0,8.417796984,-23.85723782,1,29.83662582,25.17344223,0
683,1,0.395200797,0,152.9559727,3.197482963,0.087594431,0,5.480096598,8.596719279,0,17.8001812,27.52400262,0
684,1,0.297593111,1,154.2196745,4.048535364,0.16066789,25.24677319,13.89789358,23.00731798,1,33.45522327,33.18678369,0
686,1,0.291062696,0,153.7707686,4.044180065,0.054247606,56.44252038,13.40177551,8.424001373,1,51.12422539,28.97152794,0
687,1,0.297593831,1,156.0994884,4.048534351,0.296317886,37.37950732,13.89789358,38.04588931,1,38.06529635,46.90346319,0
688,1,1.2246613,1,156.4325431,3.241851623,0.032963517,43.39462613,5.480096598,5.201602611,0,14.95810301,65.83339835,0
689,1,0.297908717,1,153.6722195,4.042803005,-0.077620021,17.61283074,13.89789358,-7.811194186,1,30.07810399,32.33275533,0
691,2,0.298954794,1,156.3990315,4.043839375,0.012280213,47.19999304,19.75326963,2.875778726,1,27.01272044,71.46867217,0
692,1,1.172801241,2,155.349158,4.039453145,0.027718792,0,4.794537184,5.740071158,0,17.23251963,72.94526271,0
693,1,0.292877617,1,152.231099,4.128852872,0.141486991,24.26546827,13.89789358,21.60450215,1,31.7271136,48.8755567,0
694,1,1.192137057,1,155.6656378,3.192111427,-0.17654827,32.10410811,0,-24.1445033,0,0,41.09556086,0
696,1,0.297584547,1,153.4363702,4.048542982,-0.024856595,42.09440101,13.89789358,-3.149747803,1,32.12200115,48.37306352,0
697,1,0.292880781,1,156.8223681,4.128834131,0.208639283,19.24253168,13.89789358,24.97328497,1,29.52391803,55.92322868,0
698,1,1.224661774,1,156.9756705,3.185172963,0.055472814,31.39236849,5.480096598,8.009040159,0,10.4499703,65.66071361,0
699,1,0.297591408,1,151.7148564,4.048544687,0.150869842,25.30889875,13.89789358,20.4216153,1,33.42420236,26.64202728,0
701,1,0.297591053,1,150.8455966,4.048541359,-0.008262946,29.74556487,13.89789358,-1.124389004,1,33.01408534,37.28747993,0
702,1,0.297591416,1,151.7148564,4.04854482,0.150869842,29.61411474,13.89789358,20.4216153,1,33.48700561,26.64202728,0
703,1,0.29893471,0,148.6362878,4.043827056,-0.158591479,24.26546827,8.417796984,-23.41716446,1,27.88103718,30.51944902,0
704,1,0.298935108,0,156.6122025,4.043822814,0.086405202,29.74556487,13.89789358,12.35924685,1,38.74762151,46.33842206,0
706,1,0.29287713,1,155.555925,4.128862965,0.062506065,12.13273414,18.57969652,11.84500538,1,26.70439029,65.45214765,0
707,1,0.623726995,0,147.9468846,3.268614925,-0.001273354,4.681802935,4.681802935,-0.209819751,0,1.318946242,36.30361907,0
708,1,0.297587461,1,150.9869237,4.048534019,0.084394463,35.81193194,13.89789358,9.333829453,1,26.88208459,35.48872953,0
709,1,0.296085856,0,145.2479414,4.048728885,0.061539448,6.066367068,13.89789358,7.282109195,1,26.24720931,19.53222974,0
711,1,1.156354911,0,152.5933964,4.034716366,0.056912847,0,4.794537184,6.092369562,0,0,17.84547397,0
712,1,0.298939979,0,155.413538,4.043797513,-0.057494466,29.74556487,27.40081854,-9.811060786,1,57.33320594,26.07698614,0
713,1,0.29760415,1,155.4140011,4.048474539,0.086482949,36.85536241,13.89789358,9.297880044,1,30.97279136,37.65530767,0
714,1,0.297582077,1,154.1275465,4.048546915,0.059788542,12.13273414,8.417796984,10.94593213,1,33.50253531,46.52608467,0
716,1,0.298934776,1,153.268759,4.043831429,0.096465324,17.03264387,13.21233417,13.54900432,1,38.38855807,44.78034894,0
717,1,0.298939796,0,148.9228125,4.043821296,-0.105363529,36.39820241,8.417796984,-10.72938353,1,32.78054904,18.35545765,0
718,1,1.140316725,2,152.4512376,4.020453513,0.051958729,10.46336122,10.27463378,9.430316234,0,5.597053114,52.04602566,0
719,1,1.176216076,2,160.0308929,4.0180727,-0.040817028,12.52776858,14.26092669,-11.76965013,0,28.88583922,88.72820758,0
721,1,0.297595967,1,159.8177098,4.048454754,0.232320825,36.79323685,13.89789358,21.52967628,1,30.42034867,44.03675608,0
722,1,0.626645098,0,142.6083948,3.147036162,-0.110790357,11.76188495,0,-12.45849173,0,0,22.61193124,0
723,1,0.297594517,1,154.2620485,4.048532325,0.244721823,37.37950732,13.89789358,29.34292831,1,33.10166717,33.18678369,0
724,1,0.626778438,0,151.2882014,3.244231463,-0.102592456,11.76188495,4.983978521,-13.97118153,0,0,31.59594742,0
726,1,0.295292925,1,154.2919193,4.048386493,0.008893481,31.46030513,13.89789358,1.169743695,1,32.01023032,42.53741796,0
727,1,0.29759989,1,158.8533223,4.048533035,-0.009795769,36.85536241,13.89789358,-1.217080994,1,31.80481379,43.25635848,0
728,1,0.297586681,1,154.2570778,4.048535379,0.007364298,0,18.28830863,1.181888887,1,40.518724,29.87928656,0
729,1,1.043838789,2,152.6224153,4.039445924,0.039141931,0,4.794537184,6.854554813,0,6.740649113,59.73149879,0
731,1,0.298935965,0,152.2767234,4.043823353,-0.064034235,48.53093655,8.417796984,-8.106101324,1,26.89246292,36.36596127,0
732,1,0.292877815,1,151.5561197,4.128851761,0.07309261,5.563451492,13.89789358,12.126237,1,30.25575544,50.58252893,0
733,1,0.298669119,0,147.778263,4.043827577,0.013249301,6.066367068,8.417796984,1.817485273,1,33.00766773,25.5354705,0
734,1,0.293799579,2,148.7419145,4.048554827,0.030670323,29.8385728,8.417796984,5.389116331,1,26.53921761,61.0921061,0
736,1,0.297586836,1,151.8010957,4.048539432,0.07283018,23.6791978,13.89789358,8.563910303,1,26.957694,40.41204058,0
737,1,0.298934957,0,147.5897036,4.043825999,-0.113716147,24.26546827,8.417796984,-15.590992,1,33.53405026,30.51944902,0
738,1,0.297583804,2,155.6343403,4.048540063,0.124399904,45.98226048,13.89789358,18.54430317,1,32.77414579,66.9275272,0
739,1,0.297340498,1,155.8305161,4.048478643,0.158330474,11.54646367,13.89789358,19.58784911,1,31.29378707,43.75927406,0
741,1,0.297594656,1,156.7686767,4.04853809,0.14925031,36.79323685,18.8818721,19.85959698,1,37.88362394,43.32742546,0
742,1,0.297587261,1,151.7879174,4.048536247,0.072640144,47.94466608,13.89789358,8.5324504,1,26.99149502,35.48872953,0
743,1,0.299092302,2,159.1150163,4.048386493,0.277172206,31.7081747,5.480096598,36.06207898,1,32.72926216,55.68803988,0
744,1,1.260835732,1,153.4157309,3.182902422,-0.077966931,10.38000633,5.480096598,-8.860751233,0,5.704088911,34.77686267,0
746,1,0.298934643,0,146.1786898,4.043827192,-0.050108247,12.13273414,8.417796984,-6.961952348,1,27.93508693,30.51944902,0
747,1,0.297583007,1,152.3576126,4.048554868,-0.043068005,47.94466608,13.89789358,-7.404604201,1,38.08089528,53.52972678,0
748,1,0.297593578,1,154.2319366,4.048534351,0.185195016,25.24677319,13.89789358,25.09070427,1,33.36098424,33.18678369,0
749,1,0.297590294,1,150.2375483,4.048547177,0.172708919,24.62259445,13.89789358,21.63214572,1,33.74551863,26.64202728,0
751,1,1.145897345,0,153.3333546,4.022035399,0.050200001,16.60699958,5.480096598,7.534365556,0,0,40.18112682,0
752,1,0.29893453,0,146.4578078,4.04382708,-0.045386249,12.13273414,8.417796984,-6.097556997,1,27.98385616,30.51944902,0
753,1,0.297584372,1,149.5930876,4.048530766,0.038176531,29.37471568,13.89789358,4.487917493,1,26.63985859,41.50892856,0
754,1,0.297584827,2,155.5194621,4.048543349,0.067652503,41.5692118,13.89789358,10.10480561,1,33.45763568,48.93810466,0
756,1,0.298937232,0,156.4908502,4.043997886,0.103192302,29.74556487,13.89789358,11.90700332,1,32.5188829,32.18095253,0
757,1,0.297584618,3,161.8463597,4.048538851,0.142754736,34.6454746,18.69243077,22.37617368,1,32.79466895,85.04088453,0
758,1,1.229104457,1,149.2961505,3.245025676,0.020482158,4.899909731,5.480096598,3.019194251,0,5.778024156,40.98034031,0
759,1,0.60460211,2,151.7270481,4.039456212,0.046631081,12.13273414,9.184952232,10.88867246,0,20.19494893,59.73149879,0
761,1,1.172718415,1,153.9555534,4.039436418,0.027715125,0,4.794537184,4.206548026,0,5.792357351,47.52839752,0
762,1,0.298669601,0,150.6427876,4.043822789,0.072974072,11.62981856,8.417796984,10.41661447,1,27.20902487,25.5354705,0
763,1,0.298669374,0,151.9051238,4.043823726,0.060401116,6.066367068,8.417796984,8.667048048,1,32.80485892,32.14235246,0
