Compound no,nS,BCUTs-1l,NsssN,AATS2i,BCUTd-1h,MATS2i,EState_VSA5,PEOE_VSA3,ATSC2i,NddssS,VSA_EState1,SlogP_VSA2,Binary
972,1,0.297591402,1,159.2670866,4.048513322,0.172517022,43.71697405,13.89789358,17.3009181,1,30.90397135,43.53384051,1
973,1,0.297903141,2,158.6521313,4.042941579,0.174084724,36.39820241,13.89789358,50.91839826,1,70.64290421,49.31634672,1
974,1,1.173372242,0,147.4409473,4.028919662,0.056730378,12.13273414,4.794537184,5.650797724,0,0,34.33629712,1
976,1,0.29759057,2,155.4894421,4.048551564,0.252717456,29.61411474,13.89789358,38.01274007,1,34.02139546,40.73737125,1
977,1,0.29106242,0,151.0735525,4.044180083,0.047007158,12.13273414,8.417796984,5.875288287,1,38.52929801,23.98754942,1
978,1,0.292879967,0,152.6837236,4.128860871,0.168576104,37.57210939,13.89789358,22.36269431,1,30.3144835,36.37302825,1
979,1,1.228309858,1,153.7749497,3.226317995,0.025601334,7.047671983,0,5.388362454,0,0,65.41523248,1
981,1,0.609964618,1,147.4119146,3.215843638,0.048264261,16.3456984,0,7.963529835,0,0,33.78661937,1
982,1,0.298669392,0,147.0217238,4.043828512,0.045788894,6.066367068,8.417796984,6.549268689,1,28.17360864,30.51944902,1
983,1,1.256678409,1,155.5008317,3.136707404,-0.008994465,34.6454746,14.66504883,-1.301634548,0,18.47445127,34.63205423,1
984,1,1.172801846,2,153.0722314,4.039445764,-0.001423493,0,4.794537184,-0.271957439,0,5.872165609,59.73149879,1
986,1,1.149351867,0,159.3975218,4.030035181,0.263400221,7.109797541,4.794537184,65.54929021,0,41.61694919,31.13157003,1
987,1,0.297304916,1,150.3272352,4.049141333,0.05548005,29.74556487,27.03778543,9.01395106,2,55.88791619,50.88368078,1
988,1,0.298934973,0,148.7553478,4.043824518,-0.058719747,24.26546827,8.417796984,-8.147069815,1,27.55895542,31.44265023,1
989,2,1.172794785,2,159.3851282,4.039468991,-0.016391273,6.196843572,14.46031864,-5.26262739,0,43.65857368,126.5950976,1
991,1,1.149352264,0,155.8234308,4.029852413,0.004536198,0,13.57536728,0.968105362,0,24.90406193,30.69174034,1
992,1,1.228310683,1,154.8872853,3.245193684,-0.022144056,7.047671983,0,-4.152652935,0,0,71.32241221,1
993,1,0.29106262,0,151.4774994,4.044180065,-0.037191476,38.11294267,12.80821203,-5.7762176,1,51.27931798,23.98754942,1
994,1,1.174342952,3,158.5922657,4.027999818,0.092665121,4.899909731,10.27463378,16.54800974,0,0,75.88050237,1
996,1,1.228232409,2,153.3036342,3.250122021,0.081381088,0,0,15.34151215,0,0,64.27330138,1
997,1,0.298936131,1,151.9724138,4.043818495,-0.075209809,24.26546827,13.48101471,-8.785933308,1,32.8284863,37.1820447,1
998,1,0.298667727,0,149.5845826,4.047510558,-0.106010686,16.94501358,13.09959992,-13.84396048,1,29.82302732,34.81303966,1
999,1,0.297587901,1,152.1671826,4.048597949,-0.056252753,24.26546827,8.417796984,-7.150795662,1,33.35738531,24.39729848,1
1001,1,1.043839989,2,153.2053692,4.039447066,0.004192067,12.13273414,4.794537184,0.716332057,0,6.788955442,53.84772037,1
1002,1,1.256678154,1,151.581654,3.191696694,0.099448333,4.899909731,10.27463378,12.64277708,0,5.922038384,34.63205423,1
1003,1,0.295197759,0,150.5243832,4.043822266,-0.038441965,42.59504598,8.417796984,-4.315681422,1,36.69033433,25.20122157,1
1004,2,1.172793123,2,161.3161216,4.039479529,-0.00903453,12.26321064,14.46031864,-3.229150262,0,65.38864118,172.8432713,1
1006,2,0.610260768,1,158.6187745,3.177705305,-0.025339228,11.33678588,25.15391925,-5.149095448,0,0,63.09921051,1
1007,1,0.297906136,1,152.3262229,4.042807486,0.085154326,22.80543304,13.89789358,10.55321877,1,24.91303821,43.54324911,1
1008,1,0.297422245,1,157.0640498,4.048973616,0.139949881,61.12083069,27.4546643,21.55753985,2,53.99241555,64.9064892,1
1009,1,0.296673114,1,152.579557,4.043757557,-0.024597292,30.00651788,13.89789358,-3.560307509,1,32.93184561,42.27145845,1
1011,1,0.625025405,1,153.2427553,3.19249797,0.002282122,0,0,0.354816458,0,10.3791914,54.52325314,1
1012,1,0.297586037,1,158.7691321,4.048534251,0.018785569,36.85536241,13.89789358,2.53903923,1,31.92044802,62.02761747,1
1013,1,1.171488615,0,149.2094989,4.033795718,0.082239145,6.9237372,4.794537184,7.97680128,0,5.669117588,17.84547397,1
1014,1,0.293802234,1,146.8124902,4.048545766,-0.012862301,48.53093655,12.80821203,-2.272258808,1,39.1842763,48.00259329,1
1016,1,0.297586176,1,158.1110606,4.048538739,0.126029998,55.18494012,18.8818721,21.12954718,1,46.56071334,41.97306262,1
1017,1,0.298932289,2,156.6214836,4.043832349,0.150861719,12.13273414,13.21233417,27.8822736,1,38.88228741,87.86899156,1
1018,1,0.297056468,2,159.6426965,4.049010072,0.088791214,29.74556487,22.31569057,12.25684769,2,56.66793711,75.0992199,1
1019,2,0.299252314,1,159.993963,4.038029085,-0.048660457,17.53362945,18.46499323,-9.457593725,1,24.52383498,72.74046284,1
1021,1,0.29288132,0,152.513108,4.128838929,0.187788504,12.13273414,13.89789358,24.11716971,1,24.90720852,24.27925219,1
1022,1,0.297585515,1,156.4869339,4.048538448,0.07589986,24.26546827,18.28830863,13.35452888,1,45.23683415,43.1607595,1
1023,1,0.297586989,1,156.9485507,4.048716935,0.222323618,36.85536241,13.89789358,26.61813882,1,31.95391759,55.24724987,1
1024,1,0.297591222,1,154.8961809,4.04847753,0.203635206,55.05446362,18.69243077,23.03200295,1,31.65641191,48.56783236,1
1026,1,0.298665321,0,147.1578722,4.043839652,0.036437812,17.10991516,13.89789358,6.938811457,1,28.59347079,31.35731551,1
1027,1,0.297591269,1,155.076101,4.048474394,0.190725827,36.85536241,13.89789358,20.41424002,1,31.67916737,37.49199968,1
1028,1,0.29893372,0,150.26976,4.043826505,0.041381086,23.46952001,13.40177551,5.832301498,1,32.27046968,48.70507924,1
1029,2,1.172665564,4,153.7042513,4.041578079,0.04326718,0,9.589074368,14.13725642,0,11.84637057,119.4629976,1
1031,1,0.297583653,1,159.4959129,4.04862005,0.046918102,36.85536241,18.69243077,7.954371522,1,37.35920822,73.72190835,1
1032,1,0.292641186,0,146.5850118,4.128443934,0.143594776,18.47020087,13.89789358,14.30915963,1,23.83446523,24.27925219,1
1033,1,1.228313517,0,153.6156629,3.193563539,-0.026740618,7.047671983,0,-5.364397084,0,0,60.51532275,1
1034,2,0.610260213,1,162.1086964,4.017062841,0.152291321,6.196843572,25.15391925,46.84077845,0,39.28260708,69.27550903,1
1036,1,1.173066201,1,156.1316723,4.03941868,0.118348713,24.08031585,4.794537184,14.9653079,0,5.71228203,48.0313131,1
1037,1,0.29790696,1,151.6865668,4.042808637,0.021053521,17.61283074,13.89789358,2.342724394,1,24.83097747,43.54324911,1
1038,1,0.29286979,1,147.0884056,4.043751707,-0.038362026,12.13273414,12.80821203,-8.422277501,1,39.74429135,53.7554469,1
1039,1,1.149351849,0,157.3985916,4.029854387,0.042112111,0,13.57536728,8.949951733,0,30.14986929,37.80153788,1
1041,1,0.29758828,1,149.9028387,4.04855962,0.077404255,16.43795013,13.89789358,13.71500826,1,35.11931275,26.1391117,1
1042,1,0.297586257,1,155.2371175,4.048540582,0.210512972,56.09789409,13.89789358,26.67473677,1,37.51829807,49.70832461,1
1043,1,0.29893442,0,155.4647654,4.043823604,0.045217368,29.74556487,18.69243077,6.665654683,1,37.88543377,44.81894901,1
1044,1,0.295197951,0,148.8277196,4.043821296,-0.077239349,30.46231185,8.417796984,-8.596284591,1,31.5969027,18.09142403,1
1046,1,1.176716747,1,158.9104166,3.181974676,0.059573256,7.047671983,5.480096598,9.698070597,0,5.365588392,67.72440707,1
1047,1,1.25383668,0,152.4163687,3.240608844,-2.09E-04,7.047671983,5.480096598,-0.033096897,0,0,41.00228355,1
1048,1,0.292878839,1,153.1873117,4.128846469,0.155937717,24.80598317,13.89789358,23.17083617,1,30.11071262,55.92322868,1
1049,1,0.292877912,1,155.8161936,4.128858484,0.145765881,12.13273414,18.57969652,25.44007776,1,26.61500533,66.45797881,1
1051,1,0.297602535,1,155.4581253,4.048480267,2.44E-04,17.61283074,13.89789358,0.035785987,1,31.94015266,43.25635848,1
1052,1,1.172802169,2,153.3325059,4.039445924,0.051319654,0,4.794537184,9.413356646,0,5.86664287,59.73149879,1
1053,1,0.29287822,1,154.3211612,4.12884959,0.117985163,19.24253168,13.89789358,18.45711506,1,35.82244683,62.53011065,1
1054,1,0.29287795,1,155.2023246,4.128858484,0.152744268,17.61283074,18.57969652,25.73942839,1,31.72426699,66.58222993,1
1056,1,0.610077994,2,152.7464144,4.039441383,0.062898159,11.33678588,4.794537184,10.55216389,0,5.833621541,59.73149879,1
1057,1,0.292879487,1,156.270796,4.128838778,0.097939807,12.13273414,13.89789358,13.89177455,1,30.39624008,55.4203131,1
1058,1,1.172798663,2,152.5324431,4.039446188,0.051130376,0,4.794537184,8.94987806,0,5.836039226,59.73149879,1
1059,1,0.292879292,0,155.8956591,4.128885244,0.30557596,41.87829901,13.89789358,73.88055676,1,73.37607946,37.49301612,1
1061,1,0.298940126,0,154.0885101,4.043795654,-0.018919967,41.87829901,23.01040349,-2.578104599,1,44.16386533,26.07698614,1
1062,1,1.19221514,0,154.4398522,3.193529598,-0.140980831,0,0,-20.18079392,0,0,55.95280169,1
1063,1,0.298937621,0,156.5430293,4.043813054,0.026963498,29.74556487,13.89789358,2.908117776,1,32.17790039,32.18095253,1
1064,1,1.192216065,0,152.3714854,3.141269952,-0.143758976,24.52642128,0,-18.02685201,0,0,40.54205297,1
1066,1,1.177439851,0,159.7480095,4.034744645,-0.026219754,0,13.86675517,-5.996787696,0,35.10311549,79.15522657,1
1067,1,1.192215799,0,152.3875983,3.141718672,-0.145216267,18.32957771,4.983978521,-18.2542459,0,0,45.64858037,1
1068,1,0.296919008,3,154.3599257,4.050472017,0.157587005,53.43084628,22.31569057,51.79432495,2,58.84237343,111.5399589,1
1069,1,0.298936781,0,152.3666047,4.043817694,0.096338396,12.13273414,8.417796984,11.24615122,1,32.13145167,32.64526804,1
1071,1,0.297586312,1,156.9771871,4.048536429,0.129824684,37.57210939,13.89789358,17.06207858,1,32.74828129,41.97306262,1
1072,1,0.297587071,1,151.7082571,4.048536247,0.128743498,30.33183534,13.89789358,15.22752635,1,27.113944,35.48872953,1
1073,1,0.298935403,0,149.7880319,4.043817694,0.054272024,12.13273414,8.417796984,6.711365469,1,27.06395945,31.79123968,1
1074,1,1.153769424,0,153.0407586,3.137123391,-0.041747445,7.047671983,0,-7.131189325,0,0,42.10283086,1
1076,1,0.297907881,1,153.7045444,4.042805699,-0.094262437,17.61283074,13.89789358,-10.25194515,1,30.36841983,43.54324911,1
1077,1,0.292879806,1,156.2505228,4.128840231,0.21082623,24.81563621,13.89789358,28.69327128,1,29.84981862,55.92322868,1
1078,1,1.253837163,0,151.7380959,3.240610738,0.008654314,18.60378869,5.480096598,1.314103702,0,0,41.00228355,1
1079,1,0.298934332,0,150.6432688,4.043830831,-0.126788384,24.26546827,12.80821203,-23.85797426,1,41.11496741,41.41060727,1
1081,1,1.192212974,0,150.8185578,3.132138054,-0.170246204,0,0,-23.89285868,0,0,35.55807445,1
1082,1,0.296936564,2,154.4937249,4.050499579,-0.033275047,59.49112974,27.79578716,-12.70251814,2,56.47619915,122.1008664,1
1083,1,0.295174527,2,154.1553846,4.043951365,0.046309435,38.11294267,18.27555189,6.833702732,1,31.47502456,65.81494311,1
1084,1,0.623726353,0,148.222174,3.273133726,0.03624641,9.082497541,9.476340119,5.774954234,0,2.891959139,30.50695006,1
1086,1,0.298939137,0,162.2127476,4.043883219,0.440788252,41.87829901,18.61998845,93.29102547,1,71.46005171,32.439345,1
1087,1,1.228353068,1,153.2046925,3.249942567,0.013274513,0,0,2.414534457,0,0,57.30969819,1
1088,1,0.626698104,2,152.3595726,4.039445764,0.017220149,11.76188495,4.794537184,3.296252779,0,5.870193222,65.48435239,1
1089,1,0.297587492,1,154.2451871,4.048529661,0.196849683,19.18040612,8.417796984,28.52232756,1,31.85288569,47.02900025,1
1091,1,0.297584063,1,154.1512552,4.048542629,0.123522204,12.13273414,8.417796984,18.8502024,1,32.46155853,46.52608467,1
1092,1,0.297579784,1,158.3120603,4.048555302,0.139734781,35.60225415,8.417796984,29.65802407,1,49.6701642,86.29131124,1
1093,1,0.297583178,2,152.4481427,4.048550785,0.053479565,29.165378,13.89789358,9.007333887,1,34.0489089,48.93810466,1
1094,1,0.292882666,0,151.76246,4.128830211,0.151599761,49.00740263,13.89789358,14.95443858,1,28.93340085,31.38904973,1
1096,1,0.297584879,1,150.0441931,4.048543235,0.058339162,12.13273414,13.89789358,8.450057366,1,33.37500147,30.38220214,1
1097,1,0.297578427,1,145.4266645,4.048702713,0.058574046,23.89461909,12.72301298,9.450717001,1,26.74161441,41.50071982,1
1098,1,0.293779831,0,149.904852,4.048551061,0.031260014,24.26546827,18.69243077,5.753783344,1,31.30946866,36.78258757,1
1099,1,0.297594857,1,152.3495765,4.048531319,0.051157157,50.36961159,8.417796984,6.024314649,1,32.53536195,25.40312963,1
1101,1,0.296919008,3,153.911894,4.050469774,0.150347835,53.43084628,16.83559397,48.35327161,2,58.52138651,111.5013588,1
1102,1,0.292878282,1,154.7172239,4.128850988,0.201519028,19.24253168,13.89789358,31.52481042,1,35.36151343,63.03302622,1
1103,1,1.192213072,0,151.9866429,3.132138054,-0.184192737,0,0,-24.51437896,0,5.348432109,42.16495642,1
1104,1,1.172801903,2,153.7291887,4.039452226,-0.043708167,6.196843572,9.778515705,-8.609710867,0,5.875040703,69.69945583,1
1106,1,0.297591011,1,153.6878449,4.048474279,0.145440326,17.61283074,13.89789358,17.91814952,1,26.73291415,36.92695854,1
1107,1,0.297583692,1,155.6994026,4.048543852,0.124084426,35.60225415,12.80821203,23.74324955,1,45.17424489,53.20067564,1
1108,1,1.229639371,0,149.9123908,3.268235393,-0.028499849,4.681802935,10.16189953,-4.136735269,0,7.119171551,27.50179946,1
1109,1,0.297590819,1,148.7564201,4.048548303,-0.049195588,24.26546827,8.417796984,-6.74608102,1,34.12935303,18.35545765,1
1111,1,0.297583757,2,154.5192384,4.048547202,0.01164922,29.165378,13.89789358,1.890976315,1,33.8172989,48.93810466,1
1112,1,0.284904181,1,152.6897933,4.038273045,-0.00400501,0,10.15051279,-0.458634583,0,15.08826294,28.49151538,1
1113,1,0.297594997,1,158.9334731,4.048633371,0.304898652,43.44587439,8.417796984,69.89172783,1,69.72306495,25.40312963,1
1114,1,0.297585699,2,158.4429984,4.048537854,0.137722443,54.14895929,13.89789358,18.90387784,1,32.15959575,72.4144213,1
1116,1,0.298933771,0,150.4318707,4.043832996,-0.063666547,16.92924036,8.417796984,-10.62123412,1,28.2001511,50.72670395,1
1117,1,1.153391401,0,155.290016,3.136703882,-0.076880662,7.047671983,0,-12.4213234,0,0,53.17866354,1
1118,1,1.228353007,1,151.8907458,3.249942567,0.001166108,0,0,0.21099584,0,0,52.32571967,1
1119,1,0.297578032,1,157.1924696,4.048568851,0.014514984,19.24253168,8.417796984,3.518078297,1,56.04237992,110.3109983,1
1121,1,0.293803061,1,151.6134831,4.048535952,0.001482233,24.26546827,13.48101471,0.187995358,1,36.41353749,43.49993944,1
1122,1,0.297591084,1,150.9271292,4.048548242,0.123312192,55.05446362,13.89789358,15.53197257,1,33.3180993,26.64202728,1
1123,1,1.153450034,1,153.9028675,3.245193928,0.002215322,7.047671983,0,0.434492909,0,0,65.36185645,1
1124,1,0.62372617,0,148.4940598,3.286375681,0.166074149,16.16257956,14.15617402,28.57484685,0,2.348020029,30.27754349,1
1126,1,0.297585164,2,157.0142717,4.048536528,0.124341505,23.54774767,13.89789358,18.36367919,1,32.73516959,61.52326305,1
1127,1,0.623819711,1,145.6387035,3.245010765,0.070840153,17.32533644,0,9.849769063,0,0,39.58479631,1
1128,1,1.22835344,1,157.4563525,3.250013259,0.046352993,4.796506222,0,8.67977445,0,0,72.5329746,1
1129,1,1.140753842,0,155.9440057,3.157996268,-0.024207603,7.047671983,0,-3.797672748,0,0,42.10283086,1
1131,1,1.201699772,0,157.32281,3.163651549,-0.159344409,0,0,-31.41265188,0,0,47.88607581,1
1132,1,1.153385534,1,153.9139237,3.245198573,-0.016079473,11.94758171,0,-3.395576174,0,0,65.36185645,1
1133,1,0.297585985,2,153.4889075,4.048540501,0.007230791,24.26546827,8.417796984,0.9412048,1,32.57806086,47.39444042,1
1134,1,0.298935913,0,147.7138517,4.043819956,-0.009538025,17.61283074,13.89789358,-1.208155674,1,27.8247186,25.57407057,1
1136,1,0.297901244,2,160.0118814,4.042948978,0.172609283,24.26546827,18.69243077,54.69436069,1,76.02080198,68.4990996,1
1137,1,0.29758168,2,156.3200015,4.04854559,0.068882343,48.0370605,13.89789358,12.65229177,1,38.64225847,86.39706031,1
1138,1,1.043270346,1,152.9718373,3.306751325,0.030595092,7.047671983,0,6.337757471,0,0.758507117,71.32241221,1
1139,2,0.298914599,2,153.5449004,4.044663428,0.072559742,13.17616461,13.21233417,17.39340135,1,40.3484102,75.25909331,1
1141,2,0.292878632,1,156.0332282,4.128841885,0.065127428,12.13273414,13.89789358,10.19612957,1,30.66769525,55.4203131,1
1142,2,1.172801539,2,154.5027493,4.039448224,0.015024586,6.066367068,9.778515705,2.750589346,0,5.862209547,64.71547731,1
1143,2,1.172802193,2,152.6100943,4.039447287,0.03827211,0,4.794537184,6.995456751,0,5.856039226,59.73149879,1
1144,1,0.296677096,1,154.2202217,4.043727806,-0.03608887,24.53656793,13.89789358,-4.474089104,1,31.30855207,43.04033353,1
1146,1,0.297586094,1,152.9716008,4.048538506,0.094921731,17.61283074,13.89789358,12.14520758,1,26.75217341,47.49987565,1
1147,1,1.043824003,0,153.4647681,3.24086447,-0.046507019,0,0,-8.310629518,0,0.806022719,35.79503052,1
1148,1,0.298936716,0,150.9317814,4.043818829,0.07983481,17.61283074,13.89789358,9.766646157,1,27.27810796,25.57407057,1
1149,1,0.297590815,1,157.1654086,4.048672751,0.324699066,36.85536241,13.89789358,79.85392182,1,74.58642208,26.64202728,1
1151,2,1.172798809,2,154.9977218,4.039438606,-0.011074368,0,4.794537184,-1.786946192,0,5.825561199,59.73149879,1
1152,3,1.228304124,1,157.08053,3.250142256,0.073985739,7.047671983,0,15.8059033,0,0,83.82672318,1
1153,2,0.297582509,1,159.3546054,4.048624452,0.013713657,36.85536241,18.69243077,2.597185322,1,37.85356187,79.76374918,1
1154,1,0.297586207,1,155.0617446,4.048536429,0.124823169,19.24253168,13.89789358,16.37460435,1,32.83736208,36.9890841,1
1156,2,1.043841338,2,155.6387837,4.039438647,0.05210509,0,4.794537184,8.13145941,0,6.761253543,71.44490815,1
1157,1,0.622111968,1,146.5420042,3.24569323,-0.034955604,17.03264387,4.390415048,-7.444769526,0,13.15615158,45.33764991,1
1158,2,0.292878647,1,154.3380707,4.128848028,0.136831759,31.37526582,13.89789358,20.38070443,1,35.7574973,62.53011065,1
1159,1,1.149351887,0,157.208126,4.029855358,0.032829705,0,13.57536728,7.230520834,0,30.10590987,37.80153788,1
1161,2,1.172806469,1,154.7409578,4.039428942,0.011383018,17.03264387,4.794537184,1.456389802,0,5.731000304,59.26171523,1
1162,2,1.172802162,2,153.6181743,4.03944108,0.033232132,5.563451492,4.794537184,5.955399019,0,5.88498498,53.82431906,1
1163,1,1.145868186,2,160.9181108,4.028400216,0.112067991,11.94758171,4.794537184,21.64633511,0,0,82.9722982,1
1164,2,1.172802147,2,154.767285,4.039447283,0.03810371,0,4.794537184,6.977902819,0,11.39018893,59.73149879,1
1166,1,0.297582795,1,155.5125948,4.048545896,0.095941612,35.60225415,8.417796984,19.8516945,1,45.54392899,53.20067564,1
1167,1,0.296650142,2,156.2895326,4.045594003,0.132532325,9.205125722,18.69243077,24.11733369,1,38.59382668,86.08020508,1
1168,1,1.22962282,0,150.5473562,3.285923108,0.057405417,0,10.27463378,8.458720802,0,6.806104657,27.27239289,1
1169,1,0.623819491,1,147.0117433,3.245028105,0.110610275,11.76188495,0,15.54423367,0,5.200557864,46.69459385,1
1171,1,0.2986696,0,147.7793198,4.043825011,0.090874316,6.066367068,8.417796984,11.71279768,1,32.72859449,32.64526804,1
1172,1,0.62211153,0,147.0083991,3.268667395,-0.056173619,10.24525443,4.681802935,-9.931785974,0,1.331573617,37.07249416,1
1173,1,0.297588003,2,161.841286,4.048530349,0.327699967,48.80294413,13.89789358,35.25420771,1,31.36421437,61.51253673,1
1174,1,0.623726416,0,146.1261277,3.26867212,-0.011476748,4.681802935,4.681802935,-1.945741199,0,1.307901741,31.31964055,1
1176,1,0.297590553,1,153.0913908,4.048550321,0.192536417,25.30889875,13.89789358,26.16610807,1,34.21153838,31.6260058,1
1177,2,1.18843811,0,157.2944937,3.1373,-0.166425775,6.420821623,0,-34.42224379,0,0,53.31332464,1
1178,1,1.192214965,0,152.470808,3.193529598,-0.148652571,0,0,-21.31146399,0,0,50.96882317,1
1179,2,1.172801759,3,158.2038922,4.039443099,0.103338636,0,9.589074368,19.37820535,0,11.20977281,91.05862004,1
1181,1,0.297584121,2,161.2338439,4.048618213,0.114490052,41.75527214,18.69243077,18.56150486,1,37.567863,85.66949007,1
1182,1,0.292890985,0,147.8246255,4.128463986,0.158260504,43.77909961,13.89789358,21.42017569,1,29.82142241,31.38904973,1
1183,1,0.297585488,1,156.448063,4.048538408,0.114844606,37.57210939,18.8818721,15.1119348,1,33.4701961,41.97306262,1
1184,2,0.291981254,1,155.5134142,4.126057023,-0.00946621,26.18620207,13.89789358,-1.829361777,1,30.31636087,61.17316671,1
1186,1,0.297591268,1,151.7148564,4.048548242,0.150869842,29.61411474,13.89789358,20.4216153,1,33.58843881,26.64202728,1
1187,1,0.298668759,0,146.5771663,4.043830324,0.045022934,6.066367068,8.417796984,6.556262293,1,28.03869209,30.51944902,1
1188,1,0.29287755,0,153.4444367,4.128855342,0.046470897,29.74556487,13.89789358,7.489133322,1,40.54741939,57.11687536,1
1189,1,1.38561986,0,151.0875099,3.284188784,-0.087775529,4.567099648,4.983978521,-12.96669517,0,1.382910053,21.36543763,1
1191,2,1.172795243,2,158.6514197,4.039468902,-0.021727478,24.26546827,18.66129235,-6.590546445,0,42.65149193,120.9735424,1
1192,2,0.297904967,1,154.7621983,4.042815845,-0.07700425,0,13.89789358,-12.22162851,1,31.92627806,43.35857468,1
1193,1,0.297591038,1,153.0966635,4.048549361,0.175681465,50.61779749,13.89789358,23.90603767,1,38.99197799,33.75182482,1
1194,1,0.29866851,0,146.4803116,4.043833289,5.79E-04,36.39820241,8.417796984,0.084848752,1,27.89728338,35.44276007,1
1196,1,0.623818019,1,146.9878993,3.24503468,0.034871082,30.16697969,0,5.718321144,0,0,39.58479631,1
1197,1,0.293785533,0,151.6511082,4.048524497,0.089783905,19.24253168,13.89789358,8.862657663,1,30.11691015,31.89196531,1
1198,1,0.29664968,2,156.3864508,4.04559352,0.10851122,14.76857721,22.99764676,20.35596943,1,38.73921364,86.08020508,1
1199,3,0.299252397,1,160.0360161,4.038029886,-0.020532534,17.53362945,18.46499323,-3.990681037,1,24.52507955,72.74046284,1
1201,1,0.297583699,2,155.9162094,4.048548723,0.093608102,41.75527214,13.89789358,15.45152273,1,37.94193072,72.58710604,1
1202,1,0.297588531,1,157.4665759,4.048524497,0.110463232,24.72262828,13.89789358,10.76071967,1,31.06662765,43.53384051,1
1203,1,0.29380261,1,157.5002622,4.048616419,0.361356868,36.39820241,13.48101471,87.366973,1,71.4398115,42.75250076,1
1204,1,1.457374369,0,145.4682646,3.177634693,-0.163011542,24.27512131,4.794537184,-6.584263276,0,0,21.28888747,1
1206,1,0.298933251,0,155.1869307,4.043920447,0.315899244,24.26546827,8.417796984,85.32131332,1,68.5096177,42.78898761,1
1207,1,0.297594098,1,154.8485115,4.048532085,0.178298304,25.24677319,13.89789358,23.36613304,1,33.35333452,33.18678369,1
1208,2,0.295176962,1,152.1435353,4.043817592,-0.101002301,12.13273414,13.48101471,-12.71718761,1,30.84519703,49.47965471,1
1209,1,0.297586233,1,154.934523,4.04852871,0.040986045,29.37471568,13.89789358,4.869545772,1,32.03537953,54.53663214,1
1211,1,0.291062259,0,150.1744722,4.044180065,0.007533709,25.98020854,8.417796984,0.872671931,1,38.4411986,23.98754942,1
1212,2,0.29288956,1,155.967729,4.128467733,0.1735939,43.77909961,13.89789358,28.50368168,1,40.98640547,75.74387458,1
1213,1,1.173371486,0,157.330287,4.029116479,0.470564585,36.39820241,4.794537184,103.0130277,0,40.42148894,40.69865598,1
1214,1,0.284902833,1,153.0052958,4.038277308,-0.005001032,0,10.15051279,-0.686537901,0,15.56697421,28.49151538,1
1216,2,1.005267126,2,151.8944873,4.03944709,0.083525297,0,4.794537184,14.48503934,0,7.761066943,59.73149879,1
1217,2,0.298928401,2,159.0070048,4.044530811,-0.01323587,12.13273414,27.00664702,-4.221057106,1,64.59821328,123.4220341,1
1218,1,0.297904727,1,152.5132362,4.042816757,-0.092069004,0,13.89789358,-13.72094736,1,31.94875211,38.37459616,1
1219,2,0.29287686,1,152.9769694,4.128855721,0.099737533,12.13273414,13.89789358,16.03681301,1,30.96772334,48.8755567,1
1221,1,0.293801558,1,151.7564243,4.048651222,0.288317672,48.53093655,8.417796984,76.21012396,1,64.43411827,48.00259329,1
1222,2,1.202579782,0,157.1946629,3.137379945,-0.162210883,0,0,-33.17007895,0,0,47.88607581,1
1223,2,1.21511682,0,156.1454891,3.137054012,-0.101737397,0,5.480096598,-17.2681596,0,0,47.46441001,1
1224,1,0.294939217,1,152.2681414,4.047038851,0.066787251,28.57068427,26.62090656,11.66395838,2,58.73532522,57.7044911,1
1226,1,1.145867573,0,155.5518262,4.022030889,-0.041994297,0,4.983978521,-6.023432424,0,0,34.37627736,1
1227,2,1.043840894,2,153.5122883,4.039443492,-0.022839117,12.13273414,9.184952232,-4.651115766,0,20.12685066,48.92440933,1
1228,2,0.61007747,2,152.81663,4.039442477,0.048723415,11.33678588,4.794537184,8.553109297,0,5.853621541,59.73149879,1
1229,2,0.29288891,1,154.5758256,4.128469287,0.113291963,69.4623861,13.89789358,20.25655992,1,35.82649808,62.53011065,1
1231,1,0.291072902,0,154.2207692,4.044178315,0.03036571,12.13273414,8.417796984,5.4272265,1,56.20603875,37.77193794,1
1232,1,1.192213957,0,152.2030143,3.183496878,-0.076399743,6.066367068,0,-10.38130712,0,10.47023431,42.35101676,1
1233,3,0.61026319,1,161.1869963,3.178275032,0.033610993,24.45736665,25.15391925,5.683649475,0,0,63.09921051,1
1234,1,0.297580813,2,156.1359017,4.048557887,0.141925904,30.33928498,13.21233417,29.08809982,1,44.50958905,86.34068663,1
1236,1,0.298936303,0,150.928342,4.043817713,0.080017928,17.61283074,13.89789358,9.217034605,1,28.24208104,25.57407057,1
1237,1,0.297583231,2,153.0351663,4.048549348,0.065395076,36.27517555,13.89789358,11.25897857,1,33.50865203,49.44102024,1
1238,1,0.298935103,0,150.6781093,4.043833752,-5.41E-04,19.18040612,8.417796984,-0.133933308,1,26.9254733,44.21282751,1
1239,1,0.297584866,2,157.6648464,4.048539681,0.115345184,41.75527214,18.69243077,17.39162639,1,32.55143964,67.55437756,1
1241,2,0.292878771,1,151.8783714,4.128848268,0.109150085,24.26546827,13.89789358,15.89408093,1,30.40835986,48.8755567,1
1242,1,0.298940892,0,156.9829103,4.043789917,0.038323339,29.74556487,18.61998845,3.551507213,1,31.33142497,32.68386811,1
1243,1,0.297584539,2,159.1705838,4.048539008,0.078097024,41.75527214,13.89789358,11.33231369,1,35.88697703,77.01736786,1
